title,artist,top_genre,year_released,added,bpm,nrgy,dnce,dB,live,val,dur,acous,spch,pop,top_year,artist_type,pop_today,track_id,url,streams
How to Be a Heartbreaker,MARINA,art pop,2012,2020‑06‑22,140,90,69,-5,11,85,221,1,5,77,2012,Solo,67,2sEk5R8ErGIFxbZ7rX6S2S,https://open.spotify.com/track/2sEk5R8ErGIFxbZ7rX6S2S,345303625.00
Hurt Me,Låpsley,electropop,2016,2020‑06‑19,138,73,66,-5,16,59,231,69,13,55,2015,Solo,42,7fApw5FcXz2wAEMaIwT52E,https://open.spotify.com/track/7fApw5FcXz2wAEMaIwT52E,76517990.00
Hurts So Good,Astrid S,alt z,2021,2020‑06‑08,120,63,67,-5,9,42,209,8,5,77,2016,Solo,67,46u5B2WN4wryYLZuMAOmI4,https://open.spotify.com/track/46u5B2WN4wryYLZuMAOmI4,590376776.00
Hymn for the Weekend,Coldplay,permanent wave,2015,2020‑06‑08,90,69,49,-6,33,41,258,21,4,86,2016,Band/Group,82,3RiPr603aXAoi4GHyXx0uy,https://open.spotify.com/track/3RiPr603aXAoi4GHyXx0uy,1559809607.00
I Could Be The One (Avicii Vs. Nicky Romero) - Radio Edit,Avicii,dance pop,2012,2020‑06‑11,128,79,51,-4,32,64,208,33,4,73,2013,Solo,60,591nHHHzZl1NLt9PMKpinM,https://open.spotify.com/track/591nHHHzZl1NLt9PMKpinM,465277774.00
I Cry,Flo Rida,dance pop,2012,2020‑06‑11,126,82,69,-5,32,76,224,1,4,69,2013,Solo,68,4bZd0nRuX8HyjeXAUBczvm,https://open.spotify.com/track/4bZd0nRuX8HyjeXAUBczvm,288667868.00
I Don't Fuck With You,Big Sean,detroit hip hop,2015,2020‑06‑19,98,73,82,-5,33,40,284,4,6,80,2015,Solo,72,7FYH5AW3bVfZHJIQpq3UOA,https://open.spotify.com/track/7FYH5AW3bVfZHJIQpq3UOA,818770345.00
I Fall Apart,Post Malone,dfw rap,2016,2021‑01‑28,144,54,56,-5,20,29,223,7,4,83,2017,Solo,74,75ZvA4QfFiZvzhj2xkaWAh,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh,1690855483.00
I Feel It Coming,The Weeknd,canadian contemporary r&b,2016,2021‑01‑28,93,82,77,-6,7,59,269,43,12,82,2017,Solo,75,3dhjNA0jGA8vHBQ1VdD6vV,https://open.spotify.com/track/3dhjNA0jGA8vHBQ1VdD6vV,1858077230.00
I Follow Rivers - The Magician Remix,Lykke Li,art pop,2021,2020‑06‑25,122,70,79,-6,8,30,280,2,4,67,2011,Solo,64,3zNNXjjjeLrzIXSJZKalDi,https://open.spotify.com/track/3zNNXjjjeLrzIXSJZKalDi,647947088.00
I Got U,Duke Dumont,destroy techno,2014,2020‑06‑10,121,76,64,-8,9,46,286,0,4,65,2014,Solo,58,69gQgkobVW8bWjoCjBYQUd,https://open.spotify.com/track/69gQgkobVW8bWjoCjBYQUd,390472945.00
I Knew You Were Trouble.,Taylor Swift,pop,2012,2020‑06‑22,77,47,62,-7,3,68,220,0,4,82,2012,Solo,74,6FB3v4YcR57y4tXFcdxI1E,https://open.spotify.com/track/6FB3v4YcR57y4tXFcdxI1E,905119744.00
I Know What You Did Last Summer,Shawn Mendes,canadian pop,2015,2020‑06‑08,114,76,69,-5,15,74,224,10,9,77,2016,Solo,70,2GyA33q5rti5IxkMQemRDH,https://open.spotify.com/track/2GyA33q5rti5IxkMQemRDH,640635279.00
I Like It,Cardi B,dance pop,2018,2020‑06‑22,136,73,82,-4,37,65,253,10,13,83,2018,Solo,74,58q2HKrzhC3ozto2nDdN4z,https://open.spotify.com/track/58q2HKrzhC3ozto2nDdN4z,1684313292.00
I Like It,Enrique Iglesias,dance pop,2010,2022‑02‑17,129,94,65,-3,7,70,232,2,8,71,2010,Solo,64,4nVyHATevhl5RC6Qmoko5H,https://open.spotify.com/track/4nVyHATevhl5RC6Qmoko5H,269905390.00
I Like Me Better,Lauv,dance pop,2018,2020‑06‑22,92,51,75,-8,10,42,197,54,25,86,2018,Solo,78,4MagTPnkPiDuIa4P8GtW1b,https://open.spotify.com/track/4MagTPnkPiDuIa4P8GtW1b,1890845999.00
I Love It (feat. Charli XCX),Icona Pop,candy pop,2013,2020‑06‑22,126,91,71,-3,15,82,157,1,3,74,2012,Duo,71,6HZ9VeI5IRFCNQLXhpF4bq,https://open.spotify.com/track/6HZ9VeI5IRFCNQLXhpF4bq,974784773.00
I Need A Doctor,Dr. Dre,g funk,2011,2020‑06‑16,156,95,59,-5,31,40,284,9,45,77,2011,Solo,67,70ATm56tH7OrQ1zurYssz0,https://open.spotify.com/track/70ATm56tH7OrQ1zurYssz0,355670228.00
I Need A Dollar,Aloe Blacc,pop soul,2010,2022‑02‑17,95,48,84,-7,9,96,243,20,3,72,2010,Solo,67,3oUphdZVPyrsprZ8FgbmQS,https://open.spotify.com/track/3oUphdZVPyrsprZ8FgbmQS,282228422.00
I Need Your Love (feat. Ellie Goulding),Calvin Harris,dance pop,2012,2020‑06‑11,125,87,70,-5,24,58,235,41,5,75,2013,Solo,70,05SBRd4fXgn8FX7bf8BCAE,https://open.spotify.com/track/05SBRd4fXgn8FX7bf8BCAE,531014453.00
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,dance pop,2016,2020‑06‑08,102,71,66,-7,8,71,198,4,11,81,2016,Solo,79,0vbtURX4qv1l7besfwmnD8,https://open.spotify.com/track/0vbtURX4qv1l7besfwmnD8,2068150907.00
I Wanna Go,Britney Spears,dance pop,2011,2020‑06‑16,130,55,70,-7,33,79,210,0,4,71,2011,Solo,66,5cCAZS9VhLGEDV4NCfieeg,https://open.spotify.com/track/5cCAZS9VhLGEDV4NCfieeg,181482879.00
I Want You To Know,Zedd,complextro,2015,2020‑06‑19,130,85,58,-3,14,37,240,1,6,70,2015,Solo,63,1JDIArrcepzWDTAWXdGYmP,https://open.spotify.com/track/1JDIArrcepzWDTAWXdGYmP,351608288.00
I Will Wait,Mumford & Sons,modern folk rock,2012,2020‑06‑11,131,76,48,-5,31,45,277,1,3,73,2013,Band/Group,66,3Bclyko7WmwM2oGmKj8sue,https://open.spotify.com/track/3Bclyko7WmwM2oGmKj8sue,740720938.00
I Would Like,Zara Larsson,dance pop,2017,2021‑01‑28,121,71,49,-4,8,30,227,9,5,62,2017,Solo,54,4Q4jmPHwu0wrJvqrld0FQ6,https://open.spotify.com/track/4Q4jmPHwu0wrJvqrld0FQ6,278179177.00
I'm On One,DJ Khaled,dance pop,2011,2020‑06‑16,149,81,41,-3,63,44,296,5,32,75,2011,Solo,67,608a1wIsSd5KzMEqm1O7w3,https://open.spotify.com/track/608a1wIsSd5KzMEqm1O7w3,277418656.00
I'm Upset,Drake,canadian hip hop,2018,2020‑06‑22,150,59,90,-8,8,49,214,28,34,73,2018,Solo,61,3qN5qMTKyEEmiTZD38BNTT,https://open.spotify.com/track/3qN5qMTKyEEmiTZD38BNTT,435151874.00
"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",DJ Khaled,dance pop,2017,2021‑01‑28,81,67,60,-4,13,82,289,5,4,70,2017,Solo,61,1jYiIOC5d6soxkJP81fxq2,https://open.spotify.com/track/1jYiIOC5d6soxkJP81fxq2,1295768261.00
IDGAF,Dua Lipa,dance pop,2017,2020‑06‑22,97,54,84,-6,8,51,218,4,9,83,2018,Solo,76,76cy1WJvNGJTj78UqeA5zr,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,1661694011.00
If I Can't Have You,Shawn Mendes,canadian pop,2019,2020‑06‑22,124,81,69,-4,15,86,191,52,6,78,2019,Solo,71,2bT1PH7Cw3J9p3t7nlXCdh,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,1057624282.00
If I Die Young,The Band Perry,contemporary country,2010,2022‑02‑17,131,50,61,-7,28,36,223,35,3,74,2010,Band/Group,64,4u26EevCNXMhlvE1xFBJwX,https://open.spotify.com/track/4u26EevCNXMhlvE1xFBJwX,356074008.00
If We Ever Meet Again (Featuring Katy Perry),Timbaland,dance pop,2009,2022‑02‑17,126,61,65,-7,6,39,293,0,4,74,2010,Solo,66,360UM2DaiHZPRu0EsrOvMp,https://open.spotify.com/track/360UM2DaiHZPRu0EsrOvMp,200650802.00
Imma Be,Black Eyed Peas,dance pop,2009,2022‑02‑17,92,52,60,-7,31,41,258,18,37,71,2010,Band/Group,64,0oJMv049q8hEkes9w0L1J4,https://open.spotify.com/track/0oJMv049q8hEkes9w0L1J4,240847546.00
In My Feelings,Drake,canadian hip hop,2018,2020‑06‑22,91,63,84,-6,40,35,218,6,13,80,2018,Solo,71,2G7V7zsVDxg1yRsu7Ew9RJ,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,1422359279.00
In My Head,Jason Derulo,dance pop,2010,2022‑02‑17,110,75,76,-4,35,85,199,3,3,67,2010,Solo,59,5BoIP8Eha5hwmRVURkC2Us,https://open.spotify.com/track/5BoIP8Eha5hwmRVURkC2Us,399029312.00
In My Mind,Dynoro,edm,2018,2020‑06‑22,126,77,69,-5,12,16,185,18,15,83,2018,Solo,80,0E9ZjEAyAwOXZ7wJC0PD33,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,1548786938.00
In The Dark,DEV,dance pop,2012,2020‑06‑22,125,82,74,-4,33,44,226,0,7,62,2012,Solo,52,1pbHy9VBpSyZh56xuujZz0,https://open.spotify.com/track/1pbHy9VBpSyZh56xuujZz0,69069447.00
In The Night,The Weeknd,canadian contemporary r&b,2015,2020‑06‑19,168,68,51,-5,5,54,236,8,7,76,2015,Solo,71,25KybV9BOUlvcnv7nN3Pyo,https://open.spotify.com/track/25KybV9BOUlvcnv7nN3Pyo,577437906.00
In the Name of Love,Martin Garrix,dance pop,2016,2020‑06‑08,134,52,50,-6,45,17,196,11,4,81,2016,Solo,77,23L5CiUhw2jV1OIMwthR3S,https://open.spotify.com/track/23L5CiUhw2jV1OIMwthR3S,1531878542.00
Into You,Ariana Grande,dance pop,2016,2020‑06‑08,108,73,62,-6,14,37,244,2,11,73,2016,Solo,69,63y6xWR4gXz7bnUGOk8iI6,https://open.spotify.com/track/63y6xWR4gXz7bnUGOk8iI6,1485081547.00
Intoxicated - Radio Edit,Martin Solveig,dance pop,2015,2020‑06‑19,125,69,79,-4,10,50,160,0,4,62,2015,Solo,52,0dbQ4h3cs8QE5fOPMYdDrX,https://open.spotify.com/track/0dbQ4h3cs8QE5fOPMYdDrX,385299332.00
It Girl,Jason Derulo,dance pop,2011,2020‑06‑16,92,72,67,-5,10,35,192,2,6,76,2011,Solo,67,4fINc8dnfcz7AdhFYVA4i7,https://open.spotify.com/track/4fINc8dnfcz7AdhFYVA4i7,382745242.00
It Will Rain,Bruno Mars,dance pop,2011,2020‑06‑22,150,84,58,-7,8,48,258,34,5,74,2012,Solo,71,0RUGuh2uSNFJpGMSsD1F5C,https://open.spotify.com/track/0RUGuh2uSNFJpGMSsD1F5C,1039619144.00
It's A Vibe,2 Chainz,atl hip hop,2017,2021‑01‑28,73,50,82,-7,11,53,210,3,15,77,2017,Solo,63,6H0AwSQ20mo62jGlPGB8S6,https://open.spotify.com/track/6H0AwSQ20mo62jGlPGB8S6,493674063.00
It's Not Living (If It's Not With You),The 1975,modern alternative rock,2018,2021‑06‑15,121,84,62,-5,6,53,248,0,3,75,2018,Band/Group,69,3TgMcrV32NUKjEG2ujn9eh,https://open.spotify.com/track/3TgMcrV32NUKjEG2ujn9eh,347710467.00
It's Time,Imagine Dragons,modern rock,2012,2020‑06‑22,105,88,66,-5,14,86,238,2,4,72,2012,Band/Group,64,6BtmXhTJMM9sBTHeYYASGz,https://open.spotify.com/track/6BtmXhTJMM9sBTHeYYASGz,768369277.00
It's a Beautiful Day,Michael Bublé,adult standards,2013,2020‑06‑11,144,80,53,-4,30,78,199,6,4,71,2013,Solo,62,0mvkwaZMP2gAy2ApQLtZRv,https://open.spotify.com/track/0mvkwaZMP2gAy2ApQLtZRv,200143356.00
Jackie Chan,Tiësto,big room,2018,2020‑06‑22,128,83,75,-3,6,69,216,37,5,76,2018,Solo,65,4kWO6O1BUXcZmaxitpVUwp,https://open.spotify.com/track/4kWO6O1BUXcZmaxitpVUwp,896369238.00
Jealous,Labrinth,indie poptimism,2014,2020‑06‑10,117,15,44,-9,11,10,288,87,5,82,2014,Solo,70,4G92yYrUs0cvY7G41YRI0z,https://open.spotify.com/track/4G92yYrUs0cvY7G41YRI0z,772680982.00
Jealous - Remix,Nick Jonas,dance pop,2015,2020‑06‑10,93,71,68,-4,44,45,222,1,8,71,2014,Solo,67,5NQJnRpJHRaupdegphntQT,https://open.spotify.com/track/5NQJnRpJHRaupdegphntQT,601943256.00
Jocelyn Flores,XXXTENTACION,emo rap,2017,2021‑01‑28,134,39,87,-9,30,44,119,47,24,89,2017,Solo,80,7m9OqQk4RVRkw9JJdeAw96,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96,2293883990.00
Juicy,Doja Cat,dance pop,2019,2020‑06‑22,170,66,79,-3,7,46,202,9,7,62,2019,Solo,66,7f5trao56t7sB7f14QDTmp,https://open.spotify.com/track/7f5trao56t7sB7f14QDTmp,380355950.00
Juju on That Beat (TZ Anthem),Zay Hilfigerrr,hip hop,2016,2021‑01‑28,161,89,81,-4,39,78,144,0,28,62,2017,Solo,55,1lItf5ZXJc1by9SbPeljFd,https://open.spotify.com/track/1lItf5ZXJc1by9SbPeljFd,248724725.00
Jumanji,B Young,afroswing,2018,2020‑06‑22,96,47,79,-10,10,60,173,28,25,65,2018,Solo,56,4PzsYXrHh4r2BxtpNjtvoF,https://open.spotify.com/track/4PzsYXrHh4r2BxtpNjtvoF,132310002.00
Jumpman,Drake,canadian hip hop,2015,2020‑06‑19,142,55,85,-7,33,66,206,6,19,76,2015,Solo,67,27GmP9AWRs744SzKcpJsTZ,https://open.spotify.com/track/27GmP9AWRs744SzKcpJsTZ,839268640.00
Just A Kiss,Lady A,contemporary country,2011,2020‑06‑16,143,64,59,-6,10,33,219,45,3,69,2011,Band/Group,61,2OXidlnDThZR3zf36k6DVL,https://open.spotify.com/track/2OXidlnDThZR3zf36k6DVL,149797629.00
Just Can’t Get Enough,Black Eyed Peas,dance pop,2010,2020‑06‑16,94,63,66,-9,11,26,219,19,18,81,2011,Band/Group,76,3JA9Jsuxr4xgHXEawAdCp4,https://open.spotify.com/track/3JA9Jsuxr4xgHXEawAdCp4,609920637.00
Just Hold On,Steve Aoki,dance pop,2018,2020‑06‑08,115,93,65,-4,6,39,199,0,8,61,2016,Solo,56,27zK2lkAiqFw7y113I94H5,https://open.spotify.com/track/27zK2lkAiqFw7y113I94H5,523241450.00
"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",P!nk,dance pop,2016,2020‑06‑29,163,70,63,-6,11,52,215,1,15,73,2016,Solo,66,7K5dzhGda2vRTaAWYI3hrb,https://open.spotify.com/track/7K5dzhGda2vRTaAWYI3hrb,358168609.00
Just the Way You Are,Bruno Mars,dance pop,2010,2022‑02‑17,109,84,64,-5,6,42,221,1,4,86,2010,Solo,85,7BqBn9nzAq8spo5e7cZ0dJ,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ,2403311354.00
Kickstarts,Example,dance pop,2010,2022‑02‑17,126,84,61,-4,36,66,182,0,6,69,2010,Solo,59,3kSuigMCaMtyHXcMs1vbg8,https://open.spotify.com/track/3kSuigMCaMtyHXcMs1vbg8,109680618.00
Kill This Love,BLACKPINK,k-pop,2019,2020‑06‑22,132,84,76,-5,23,65,191,32,19,79,2019,Band/Group,70,6hvczQ05jc1yGlp9zhb95V,https://open.spotify.com/track/6hvczQ05jc1yGlp9zhb95V,873356058.00
King Kunta,Kendrick Lamar,conscious hip hop,2015,2020‑06‑19,107,66,88,-5,15,49,235,1,10,79,2015,Solo,72,0N3W5peJUQtI4eyR6GJT5O,https://open.spotify.com/track/0N3W5peJUQtI4eyR6GJT5O,643919856.00
King of Anything,Sara Bareilles,acoustic pop,2010,2022‑02‑17,119,76,68,-4,6,81,207,46,4,66,2010,Solo,54,3VA8T3rNy5V24AXxNK5u9E,https://open.spotify.com/track/3VA8T3rNy5V24AXxNK5u9E,97823314.00
"King's Dead (with Kendrick Lamar, Future & James Blake)",Jay Rock,conscious hip hop,2018,2020‑06‑22,137,71,65,-5,13,38,230,0,30,76,2018,Solo,68,51rXHuKN8Loc4sUlKPODgH,https://open.spotify.com/track/51rXHuKN8Loc4sUlKPODgH,624134675.00
L.I.F.E.G.O.E.S.O.N.,Noah And The Whale,indie folk,2011,2020‑06‑16,82,75,60,-6,35,61,228,21,4,63,2011,Band/Group,50,6y468DyY1V67RBNCwzrMrC,https://open.spotify.com/track/6y468DyY1V67RBNCwzrMrC,95455388.00
LOVE. FEAT. ZACARI.,Kendrick Lamar,conscious hip hop,2017,2021‑01‑28,126,59,80,-7,15,78,213,26,9,85,2017,Solo,80,6PGoSes0D9eUDeeAafB2As,https://open.spotify.com/track/6PGoSes0D9eUDeeAafB2As,1472891907.00
La La La,Naughty Boy,tropical house,2013,2020‑06‑11,125,68,75,-4,11,25,221,11,3,63,2013,Solo,54,52gvlDnre9craz9dKGObp8,https://open.spotify.com/track/52gvlDnre9craz9dKGObp8,698074577.00
Ladbroke Grove,AJ Tracey,grime,2019,2020‑08‑20,134,84,90,-9,10,73,191,9,21,73,2019,Solo,65,7AODNxFNPnKaz4hURLzw5l,https://open.spotify.com/track/7AODNxFNPnKaz4hURLzw5l,259243638.00
Last Friday Night (T.G.I.F.),Katy Perry,dance pop,2012,2020‑06‑16,126,82,65,-4,67,77,231,0,4,80,2011,Solo,71,455AfCsOhhLPRc68sE01D8,https://open.spotify.com/track/455AfCsOhhLPRc68sE01D8,1313649261.00
Latch,Disclosure,edm,2013,2020‑06‑22,122,74,73,-5,9,54,256,2,9,75,2012,Duo,67,1DunhgeZSEgWiIYbHqXl0c,https://open.spotify.com/track/1DunhgeZSEgWiIYbHqXl0c,1127241063.00
Lay It All on Me (feat. Ed Sheeran),Rudimental,dance pop,2015,2020‑06‑19,123,75,67,-7,19,48,242,14,4,55,2015,Band/Group,47,38ismoqQYn75ruDSQ2Jtx8,https://open.spotify.com/track/38ismoqQYn75ruDSQ2Jtx8,408622389.00
Lean On,Major Lazer,dance pop,2015,2020‑06‑19,98,81,72,-3,56,27,177,0,6,76,2015,Trio,73,01aTsQoKoeXofSTvKuunzv,https://open.spotify.com/track/01aTsQoKoeXofSTvKuunzv,2235070345.00
Leave Me Alone,Flipp Dinero,melodic rap,2019,2020‑06‑22,150,74,79,-3,18,74,196,11,9,75,2019,Solo,67,6V7g6qM8wheMivMWrzbPTM,https://open.spotify.com/track/6V7g6qM8wheMivMWrzbPTM,673461104.00
Lego House,Ed Sheeran,pop,2011,2020‑06‑16,160,64,59,-8,13,56,185,56,10,77,2011,Solo,69,5ubHAQtKuFfiG4FXfLP804,https://open.spotify.com/track/5ubHAQtKuFfiG4FXfLP804,579814660.00
"Let Me Go (with Alesso, Florida Georgia Line & watt)",Hailee Steinfeld,dance pop,2017,2020‑06‑22,103,71,66,-4,8,74,175,3,5,81,2018,Solo,70,5Gu0PDLN4YJeW75PpBSg9p,https://open.spotify.com/track/5Gu0PDLN4YJeW75PpBSg9p,1124907879.00
Let Me Love You,DJ Snake,dance pop,2016,2020‑06‑08,100,72,65,-5,14,16,206,9,3,86,2016,Solo,83,0lYBSQXN6rCTvUZvg9S0lU,https://open.spotify.com/track/0lYBSQXN6rCTvUZvg9S0lU,2324517097.00
Let You Down,NF,hip hop,2017,2020‑06‑22,148,71,66,-6,18,46,212,31,12,84,2018,Solo,77,52okn5MNA47tk87PeZJLEL,https://open.spotify.com/track/52okn5MNA47tk87PeZJLEL,1540582279.00
Let's Go (feat. Ne-Yo),Calvin Harris,dance pop,2012,2020‑06‑22,128,88,71,-3,29,88,233,1,6,71,2012,Solo,64,4wkQmYpAaMe41Rc3sYZ7Vz,https://open.spotify.com/track/4wkQmYpAaMe41Rc3sYZ7Vz,233026216.00
Levels - Radio Edit,Avicii,dance pop,2011,2020‑06‑22,126,89,58,-6,31,46,200,5,3,82,2012,Solo,77,5UqCQaDshqbIk3pkhy4Pjg,https://open.spotify.com/track/5UqCQaDshqbIk3pkhy4Pjg,1036289759.00
Liability,Lorde,art pop,2017,2021‑06‑25,76,23,59,-11,10,38,172,92,13,79,2017,Solo,68,6Kkt27YmFyIFrcX3QXFi2o,https://open.spotify.com/track/6Kkt27YmFyIFrcX3QXFi2o,444718060.00
Light On,Maggie Rogers,indie pop,2019,2020‑06‑22,102,57,66,-6,13,40,234,20,5,72,2019,Solo,68,6UnCGAEmrbGIOSmGRZQ1M2,https://open.spotify.com/track/6UnCGAEmrbGIOSmGRZQ1M2,256760438.00
Lighters,Bad Meets Evil,detroit hip hop,2011,2020‑06‑16,90,70,68,-8,12,14,304,35,25,74,2011,Duo,68,5zpDHEU12zATwLGvozxPw2,https://open.spotify.com/track/5zpDHEU12zATwLGvozxPw2,269488030.00
Lights - Single Version,Ellie Goulding,dance pop,2010,2020‑06‑22,120,80,68,-6,13,78,211,3,4,68,2012,Solo,60,7gUpO6td4OOnu0Lf9vhcIV,https://open.spotify.com/track/7gUpO6td4OOnu0Lf9vhcIV,353821947.00
Like A G6,Far East Movement,asian american hip hop,2010,2022‑02‑17,125,84,44,-8,12,78,217,1,45,75,2010,Band/Group,68,4DvhkX2ic4zWkQeWMwQ2qf,https://open.spotify.com/track/4DvhkX2ic4zWkQeWMwQ2qf,752323517.00
Like I Can,Sam Smith,dance pop,2014,2020‑06‑19,100,63,66,-7,12,48,167,34,4,85,2015,Solo,72,2TeLIzFBe3hxkPR5FIQZut,https://open.spotify.com/track/2TeLIzFBe3hxkPR5FIQZut,885477880.00
Little Dark Age,MGMT,alternative dance,2018,2022‑03‑08,98,71,71,-6,10,62,300,1,4,85,2017,Band/Group,76,2Y0iGXY6m6immVb2ktbseM,https://open.spotify.com/track/2Y0iGXY6m6immVb2ktbseM,703809114.00
Little Talks,Of Monsters and Men,folk-pop,2012,2020‑06‑11,103,76,46,-5,15,42,267,2,3,85,2013,Band/Group,77,2ihCaVdNZmnHZWt0fvAM7B,https://open.spotify.com/track/2ihCaVdNZmnHZWt0fvAM7B,1129074672.00
Live Like We're Dying,Kris Allen,idol,2009,2022‑02‑17,92,89,59,-3,34,94,213,3,4,57,2010,Solo,47,1HfxPaJggVwFsvOtHbVzMz,https://open.spotify.com/track/1HfxPaJggVwFsvOtHbVzMz,31097512.00
Live While We're Young,One Direction,boy band,2012,2020‑06‑22,126,86,66,-2,14,93,200,5,5,79,2012,Band/Group,75,6Vh03bkEfXqekWp7Y1UBRb,https://open.spotify.com/track/6Vh03bkEfXqekWp7Y1UBRb,427293275.00
Location,Khalid,pop,2017,2021‑01‑28,80,45,74,-11,9,33,219,33,43,83,2017,Solo,76,152lZdxL1OR0ZMW6KquMif,https://open.spotify.com/track/152lZdxL1OR0ZMW6KquMif,1436357992.00
Location (feat. Burna Boy),Dave,uk hip hop,2019,2020‑06‑22,110,50,81,-6,10,55,241,27,30,81,2019,Solo,73,3z4CGd63tpUn9a6oQSG0CI,https://open.spotify.com/track/3z4CGd63tpUn9a6oQSG0CI,586500316.00
Locked out of Heaven,Bruno Mars,dance pop,2012,2020‑06‑11,144,70,73,-4,31,87,233,5,4,91,2012,Solo,89,3w3y8KPTfNeOKPiqUTakBh,https://open.spotify.com/track/3w3y8KPTfNeOKPiqUTakBh,2344760126.00
Look Alive (feat. Drake),BlocBoy JB,memphis hip hop,2018,2020‑06‑22,140,58,92,-7,11,60,181,0,27,78,2018,Solo,66,6HJ34Zyw6bg8yGm28AxLXf,https://open.spotify.com/track/6HJ34Zyw6bg8yGm28AxLXf,1001654226.00
Look At Me Now (feat. Lil' Wayne & Busta Rhymes),Chris Brown,dance pop,2011,2020‑06‑16,146,68,77,-6,14,54,223,3,18,77,2011,Solo,69,3hsmbFKT5Cujb5GQjqEU39,https://open.spotify.com/track/3hsmbFKT5Cujb5GQjqEU39,442791129.00
Look Back at It,A Boogie Wit da Hoodie,melodic rap,2018,2020‑06‑22,96,59,79,-5,15,54,179,41,4,78,2019,Solo,73,3Ol2xnObFdKV9pmRD2t9x8,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,824411238.00
Look Right Through - MK Vocal Edit,Storm Queen,deep disco house,2013,2020‑06‑11,120,82,83,-8,28,51,148,0,8,44,2013,Solo,32,6GToqG0KyT33U51NGWNs0r,https://open.spotify.com/track/6GToqG0KyT33U51NGWNs0r,66150421.00
Look What You Made Me Do,Taylor Swift,pop,2017,2021‑01‑28,128,71,77,-6,13,51,212,20,12,81,2017,Solo,79,1P17dC1amhFzptugyAO7Il,https://open.spotify.com/track/1P17dC1amhFzptugyAO7Il,1246777907.00
Lose Yourself to Dance (feat. Pharrell Williams),Daft Punk,electro,2013,2020‑06‑11,100,66,83,-8,8,67,354,8,6,74,2013,Duo,67,5CMjjywI0eZMixPeqNd75R,https://open.spotify.com/track/5CMjjywI0eZMixPeqNd75R,337397974.00
Losin Control,Russ,hawaiian hip hop,2017,2021‑01‑28,97,25,76,-7,10,21,238,52,14,79,2017,Solo,70,4cxMGhkinTocPSVVKWIw0d,https://open.spotify.com/track/4cxMGhkinTocPSVVKWIw0d,730860667.00
Lost,Frank Ocean,alternative r&b,2012,2020‑06‑22,123,60,91,-5,17,50,234,3,23,91,2012,Solo,81,3GZD6HmiNUhxXYf8Gch723,https://open.spotify.com/track/3GZD6HmiNUhxXYf8Gch723,1187632158.00
Lost Boy,Ruth B.,alt z,2015,2020‑06‑08,124,6,71,-15,9,35,275,97,5,77,2016,Solo,64,4h0zU3O9R5xzuTmNO7dNDU,https://open.spotify.com/track/4h0zU3O9R5xzuTmNO7dNDU,873832352.00
Lost in the Fire (feat. The Weeknd),Gesaffelstein,dark clubbing,2019,2021‑10‑28,101,67,66,-12,12,17,202,9,4,89,2019,Solo,81,2vXKRlJBXyOcvZYTdNeckS,https://open.spotify.com/track/2vXKRlJBXyOcvZYTdNeckS,1012202367.00
Lot to Learn,Luke Christopher,indie pop rap,2015,2020‑06‑19,82,85,41,-4,7,60,248,9,20,66,2015,Solo,53,3TRFq09DUgYj1mug6RRqJW,https://open.spotify.com/track/3TRFq09DUgYj1mug6RRqJW,325001726.00
Love Galore (feat. Travis Scott),SZA,pop,2017,2021‑01‑28,135,59,80,-6,16,41,275,11,7,81,2017,Solo,77,0q75NwOoFiARAVp4EXU4Bs,https://open.spotify.com/track/0q75NwOoFiARAVp4EXU4Bs,884099896.00
Love Lies (with Normani),Khalid,pop,2018,2020‑06‑22,144,65,71,-6,13,34,202,10,4,78,2018,Solo,73,45Egmo7icyopuzJN0oMEdk,https://open.spotify.com/track/45Egmo7icyopuzJN0oMEdk,972233549.00
Love Me,Lil Wayne,hip hop,2013,2020‑06‑11,125,63,67,-6,9,50,255,1,3,73,2013,Solo,82,2XHzzp1j4IfTNp1FTn7YFg,https://open.spotify.com/track/2XHzzp1j4IfTNp1FTn7YFg,912916875.00
Love Me Again,John Newman,dance pop,2013,2020‑06‑11,126,89,50,-5,10,21,240,0,4,69,2013,Solo,63,5VSCgNlSmTV2Yq5lB40Eaw,https://open.spotify.com/track/5VSCgNlSmTV2Yq5lB40Eaw,803964651.00
Love Me Harder,Ariana Grande,dance pop,2014,2020‑06‑10,99,71,47,-4,8,24,236,1,3,80,2014,Solo,78,5J4ZkQpzMUFojo1CtAZYpn,https://open.spotify.com/track/5J4ZkQpzMUFojo1CtAZYpn,1008964276.00
